crime_risk,lighting_score,traffic_level,time_risk,road_risk,distance,risk
66.78,22.55,8.92,14.96,51.0,1072.7,0
12.94,42.17,58.11,83.08,27.89,464.87,0
27.52,55.86,91.96,14.51,69.34,1616.8,0
13.87,12.03,78.67,38.33,28.78,1240.11,0
28.35,81.68,83.62,28.15,48.17,132.03,0
67.47,27.47,92.82,24.34,20.06,728.6,0
91.03,54.93,63.65,2.57,82.81,1719.68,1
20.25,54.96,99.49,56.63,92.54,569.34,0
54.21,60.26,3.33,40.12,40.33,1445.04,0
70.14,5.55,83.48,55.16,44.89,205.72,0
95.29,16.86,85.7,30.45,98.27,1862.46,1
61.01,16.12,91.67,94.15,14.21,909.7,0
25.51,30.21,47.82,59.13,80.86,993.3,0
62.55,14.49,78.78,96.12,56.73,1148.26,1
32.05,92.19,19.51,35.0,88.07,739.6,0
97.61,51.3,60.31,0.23,29.24,1456.06,0
39.97,62.36,35.86,78.13,29.62,48.88,0
68.54,35.75,59.62,82.74,32.58,341.16,0
2.32,27.62,67.56,5.87,1.66,393.87,0
40.01,50.32,34.71,62.54,16.99,1277.97,0
87.51,29.43,21.62,66.1,99.46,1783.39,1
61.02,34.36,32.17,14.57,24.89,146.01,0
44.39,45.28,66.4,55.25,1.99,1707.87,0
93.59,50.57,67.69,24.32,27.85,1642.64,0
85.4,98.43,74.13,1.65,40.84,171.72,0
32.22,22.33,12.65,86.69,54.78,303.59,0
54.45,48.8,81.85,49.17,6.86,713.09,0
48.98,14.95,68.81,78.17,79.04,247.05,1
63.22,35.0,3.05,72.29,82.55,1521.41,1
33.41,71.73,33.56,99.37,21.32,1018.06,0
24.42,17.45,46.67,43.8,79.84,833.31,0
91.27,58.14,36.06,42.76,36.14,1455.4,0
92.39,41.67,11.74,28.18,42.31,599.93,0
84.33,5.16,20.73,62.51,93.64,1745.63,1
97.82,93.31,2.46,48.61,89.19,1314.85,0
74.5,41.36,9.31,72.88,37.51,706.08,0
76.47,78.39,26.63,35.65,48.81,1088.95,0
76.26,41.63,82.0,13.08,28.65,533.71,0
48.06,93.74,52.66,86.24,51.54,1970.26,0
45.65,29.05,42.45,82.8,68.19,882.5,0
24.02,41.22,66.22,35.1,9.27,1795.61,0
64.48,75.89,54.15,69.04,91.98,1956.48,1
28.93,34.37,13.15,49.24,71.89,1080.87,0
25.78,36.44,22.26,76.1,9.68,1465.39,0
58.6,99.48,22.25,39.01,86.9,1153.05,0
41.0,55.56,60.0,53.56,74.37,201.3,0
21.89,68.94,46.16,5.78,31.31,1905.79,0
81.61,64.35,38.76,17.49,52.14,924.14,0
86.06,82.79,55.66,78.18,86.01,1790.24,1
16.77,86.18,97.01,38.16,96.81,1318.1,0
0.75,56.33,31.42,3.51,28.11,228.28,0
33.61,29.46,52.02,16.76,65.06,845.76,0
79.75,2.28,48.04,41.16,86.02,407.78,1
83.92,61.44,71.66,71.79,98.82,356.32,1
13.83,82.55,73.03,36.35,7.07,1435.88,0
77.43,45.05,72.91,74.52,50.36,79.44,0
11.57,16.47,20.15,85.81,87.37,1932.96,0
39.01,28.81,44.91,34.11,0.32,910.85,0
99.86,51.0,81.12,80.04,43.72,989.72,1
19.26,83.67,38.15,12.69,58.42,612.87,0
15.4,17.18,98.43,41.53,52.65,189.52,0
42.28,61.21,36.48,9.76,73.28,1184.72,0
61.97,75.34,49.77,5.25,6.55,702.61,0
93.29,93.6,47.45,6.45,78.54,1255.66,0
98.08,11.67,43.37,10.48,28.32,1120.42,0
6.96,92.64,84.56,83.57,82.42,449.48,0
13.8,60.15,15.53,54.37,41.95,934.07,0
79.07,76.67,56.77,94.74,4.29,629.96,0
27.06,5.38,61.86,53.8,96.39,494.65,1
88.48,50.61,85.12,62.87,78.05,1544.01,1
66.35,62.26,60.92,18.45,34.78,43.58,0
11.18,30.68,96.0,54.06,27.0,552.39,0
83.25,43.17,87.22,38.53,58.9,1071.55,1
17.64,55.43,34.87,93.14,98.73,962.77,0
42.35,55.25,85.99,93.39,29.02,1881.53,0
55.22,4.19,95.85,19.85,94.83,1690.44,1
50.08,43.95,25.72,62.01,33.04,1508.17,0
68.62,21.38,61.02,63.82,70.41,1037.87,1
65.27,91.67,28.18,56.25,38.17,869.24,0
99.2,97.66,64.96,12.43,8.51,92.41,0
99.94,29.96,9.36,65.4,93.62,1646.9,1
51.65,17.52,73.42,79.91,16.39,872.81,0
9.52,21.95,41.98,34.52,94.47,655.52,0
72.78,47.78,58.73,51.46,10.33,1221.14,0
97.67,87.45,2.59,11.63,26.69,1513.19,0
31.83,50.0,69.54,93.07,92.09,1055.64,1
46.12,5.54,49.6,10.95,65.85,316.17,0
42.48,3.99,62.53,20.84,18.95,1844.86,0
5.14,22.74,31.57,29.85,59.21,243.44,0
67.23,84.28,14.58,82.58,18.04,1939.75,0
35.33,62.15,43.54,70.07,87.44,896.1,0
78.75,56.3,94.4,0.7,4.98,1894.31,0
83.21,31.9,22.78,18.36,52.98,1831.01,0
82.12,92.94,67.58,75.02,6.35,824.41,0
41.67,33.12,4.98,40.38,69.5,1604.05,0
32.15,83.49,71.81,2.62,93.58,197.75,0
74.88,89.59,23.84,96.39,83.11,183.81,0
80.14,48.33,45.15,15.12,37.17,724.79,0
49.13,89.43,36.78,51.05,23.69,1227.37,0
89.3,27.68,11.28,24.83,12.1,38.46,0
14.39,65.84,34.56,73.75,87.36,1040.05,0
87.91,8.8,35.01,77.67,8.11,1951.78,0
9.61,47.39,52.21,39.72,62.88,1719.72,0
15.35,21.73,97.24,65.84,36.73,480.29,0
53.38,6.28,47.0,90.91,99.58,1065.58,1
6.75,0.37,91.44,81.48,50.88,359.39,0
5.28,32.48,46.16,41.49,54.88,541.26,0
0.05,58.95,10.75,44.15,91.79,1847.54,0
43.63,45.52,23.02,88.69,96.96,1995.6,0
77.46,30.18,40.75,3.44,58.36,500.27,0
3.48,99.12,32.54,2.28,79.62,439.89,0
65.23,93.95,86.58,20.58,63.48,780.04,0
82.31,12.57,67.86,82.76,42.74,902.8,1
16.8,41.51,57.83,15.32,5.73,196.71,0
14.69,64.88,49.12,28.53,71.77,312.46,0
86.08,73.35,39.73,62.91,70.03,861.16,0
82.31,36.64,61.22,18.42,11.67,486.13,0
53.89,74.63,12.46,30.31,23.01,1692.97,0
81.92,12.42,16.25,46.69,73.21,1508.06,1
9.28,33.18,30.31,22.81,14.97,1081.95,0
39.45,71.64,17.12,99.24,69.09,876.61,0
73.78,62.57,67.71,16.34,71.8,1665.36,0
25.75,83.72,2.48,84.99,35.33,348.67,0
75.23,4.69,16.02,47.01,25.82,1777.03,0
50.42,17.44,90.26,12.91,37.3,117.17,0
75.03,4.85,99.75,11.85,35.92,1848.32,1
46.47,19.21,48.76,50.03,60.7,294.84,0
36.79,0.43,49.54,35.35,74.38,1627.96,0
21.92,50.42,77.34,23.46,86.18,55.73,0
20.84,52.83,3.62,95.89,3.0,1633.85,0
75.15,65.79,42.7,46.34,72.66,1176.46,0
11.89,38.49,9.98,92.88,31.42,57.69,0
8.6,0.32,40.09,16.4,83.86,1552.94,0
17.63,67.39,98.38,18.35,7.57,221.08,0
17.53,5.43,75.36,59.6,55.12,1089.01,0
82.31,86.62,98.5,26.99,54.87,677.37,0
39.85,2.27,74.6,18.49,32.65,1523.15,0
99.04,53.05,60.81,9.47,97.03,1709.38,1
13.72,89.49,75.42,7.63,10.69,939.27,0
65.35,57.25,65.91,75.32,13.64,1520.72,0
44.87,60.84,46.41,28.22,64.43,1834.92,0
39.29,68.16,29.25,97.84,51.43,1384.62,0
87.51,12.24,52.02,18.31,26.45,657.54,0
97.56,67.49,25.85,35.44,30.43,937.36,0
87.29,88.04,48.67,37.49,15.7,475.4,0
19.23,97.42,14.61,50.02,86.78,927.65,0
22.08,44.31,56.54,87.06,56.95,506.86,0
65.61,34.45,24.53,83.48,24.48,1618.35,0
28.91,75.33,29.36,1.0,39.34,1227.64,0
73.47,54.29,49.9,40.93,90.67,1273.83,0
56.64,25.73,16.25,82.79,88.68,238.32,0
55.09,17.22,96.24,0.02,6.91,22.89,0
82.85,17.02,44.69,53.36,65.41,1582.59,1
71.05,45.92,35.23,25.95,15.3,1093.77,0
2.66,17.01,2.92,41.28,21.09,1864.48,0
4.95,1.97,84.33,42.03,86.42,1083.73,0
60.16,5.21,62.58,39.18,89.52,445.06,1
48.62,92.99,41.64,89.2,8.27,1402.98,0
26.02,7.3,24.55,53.65,87.39,1407.95,0
41.87,7.32,74.51,90.37,72.85,149.75,1
75.79,45.12,94.55,72.67,77.57,1393.43,1
82.66,24.51,38.08,35.11,79.18,440.81,1
56.12,96.27,13.49,49.36,50.72,523.95,0
38.54,91.1,10.92,38.99,94.69,82.2,0
27.07,40.47,0.64,82.86,20.04,1262.2,0
52.19,44.87,74.4,18.76,50.5,1468.82,0
31.47,37.51,98.14,93.64,31.86,476.37,0
56.41,3.79,99.28,58.04,82.24,1589.23,1
67.67,29.28,78.42,61.18,8.27,1528.82,0
6.61,12.27,16.22,51.68,43.37,831.34,0
0.11,10.24,97.77,55.45,77.35,155.09,0
21.23,56.09,32.78,66.77,31.23,574.77,0
89.45,9.88,33.36,65.5,24.05,347.55,0
64.63,10.29,68.73,21.41,26.25,1918.46,0
17.2,48.05,4.9,58.24,71.36,1639.13,0
89.03,44.23,82.58,35.46,28.68,175.19,0
47.0,13.76,99.73,63.7,40.27,1036.65,0
47.61,0.44,77.51,54.78,54.57,548.43,1
93.55,19.3,78.17,17.97,94.08,83.59,1
5.95,23.59,39.03,73.47,79.43,658.16,0
21.52,80.02,6.59,45.7,18.53,272.62,0
58.58,91.54,79.27,55.14,88.31,461.01,0
19.55,40.59,59.72,67.26,84.48,666.55,0
67.95,40.5,90.93,65.29,74.52,829.6,1
21.41,71.25,11.6,74.89,51.69,947.52,0
9.92,62.69,30.51,20.68,6.98,1049.99,0
20.7,18.41,36.07,11.04,71.15,752.6,0
42.27,10.77,68.33,66.92,51.83,1006.73,0
17.61,43.76,78.77,23.6,30.98,847.36,0
13.47,56.48,96.1,11.46,0.99,1929.59,0
86.03,13.87,29.54,13.12,23.1,153.93,0
32.04,29.33,49.36,31.28,60.57,1180.18,0
36.08,30.59,2.9,99.18,11.23,403.42,0
5.53,26.13,25.3,15.73,65.54,763.37,0
35.74,46.08,37.4,29.85,81.97,1102.0,0
26.48,65.31,59.38,92.07,31.82,1524.42,0
61.05,50.94,47.08,96.33,8.2,1955.91,0
20.54,20.15,36.45,22.88,13.97,997.37,0
88.84,10.29,62.41,88.05,35.79,528.82,1
92.97,82.19,82.86,13.89,81.34,1587.32,1
9.98,47.93,24.17,76.15,63.43,458.71,0
10.74,6.21,34.29,1.3,86.79,1025.52,0
11.53,25.81,70.49,40.66,99.44,1696.49,0
61.96,80.4,77.79,24.73,20.26,819.52,0
12.2,75.17,82.54,70.4,69.48,1122.82,0
85.24,87.58,20.93,1.61,46.65,256.71,0
75.43,60.21,53.93,46.49,49.35,130.82,0
81.98,42.29,90.0,69.67,32.56,1972.84,1
52.61,42.66,39.2,4.67,34.25,374.21,0
99.67,19.4,42.99,89.74,67.63,684.39,1
4.42,65.08,98.48,36.12,62.08,1019.28,0
40.13,58.51,11.31,16.53,31.85,761.45,0
32.39,15.49,70.56,22.55,11.86,212.73,0
94.86,88.57,85.02,33.89,57.82,409.89,0
57.69,36.85,15.08,19.84,73.94,997.03,0
80.62,4.97,71.45,51.06,55.86,888.83,1
17.03,32.79,46.97,63.29,0.37,1600.42,0
97.86,86.99,85.29,43.34,28.23,637.34,0
49.86,91.7,90.75,42.7,77.86,1881.82,0
49.37,49.04,87.25,78.17,74.25,579.96,1
97.09,95.63,6.44,30.1,1.04,675.97,0
38.07,87.52,75.69,62.28,47.03,1899.64,0
39.75,82.52,92.15,89.29,43.73,1684.16,0
58.48,85.97,62.13,22.15,65.23,647.6,0
12.81,38.19,60.09,61.99,12.5,802.66,0
32.11,75.65,4.5,94.8,62.14,1687.68,0
19.32,57.73,85.6,52.98,94.69,190.46,0
10.33,71.97,4.64,97.69,37.17,603.46,0
86.61,17.78,31.35,31.0,33.74,1072.48,0
58.93,73.14,92.59,56.43,2.83,1661.23,0
35.87,95.76,94.97,31.1,5.74,1137.94,0
40.87,30.27,99.19,0.37,93.16,989.76,0
43.15,98.62,47.64,99.73,97.55,1924.99,0
63.31,37.84,17.74,24.01,0.56,250.49,0
92.68,19.97,48.79,97.31,90.07,1564.53,1
93.28,11.23,10.23,65.3,17.4,271.53,0
39.15,78.5,87.25,90.39,56.14,1471.0,0
32.93,55.48,56.05,96.72,67.81,1095.32,0
45.1,30.71,40.45,56.78,35.91,544.0,0
56.79,60.85,7.95,99.97,52.9,1095.81,0
46.18,33.21,40.52,76.73,62.75,1761.24,0
65.88,44.84,86.62,52.38,19.39,954.92,0
55.44,86.27,70.34,65.49,99.43,33.03,0
32.07,66.82,8.25,19.43,20.39,132.08,0
34.57,76.24,15.99,1.1,1.03,1272.62,0
37.86,58.35,39.23,25.68,94.43,1362.3,0
9.46,99.14,10.14,43.5,42.91,815.51,0
16.61,24.14,93.4,22.81,39.86,500.71,0
72.31,26.23,65.23,51.4,27.57,1437.61,0
38.91,9.26,9.48,65.79,2.58,622.24,0
21.45,55.4,78.81,65.58,26.46,166.54,0
56.27,61.34,36.84,89.38,39.33,831.03,0
75.55,72.6,24.49,96.63,52.03,1087.49,0
25.74,33.54,57.0,89.07,45.76,1931.95,0
82.68,1.23,1.34,62.02,87.9,1192.6,1
92.75,63.22,46.54,20.58,91.13,432.47,0
59.74,99.87,84.38,94.35,31.72,1667.74,0
66.89,29.45,92.81,17.49,95.96,597.13,1
5.26,18.39,34.26,15.14,86.49,1919.37,0
94.55,28.18,64.24,31.76,92.76,664.12,1
39.25,42.54,22.68,57.36,70.63,1820.85,0
92.39,25.09,56.02,68.15,19.83,1760.33,1
57.9,34.7,25.4,1.33,19.52,1730.71,0
0.46,63.82,57.14,77.8,90.87,97.98,0
3.85,34.5,17.17,17.5,50.7,1702.74,0
68.04,39.61,94.12,29.65,89.05,1448.17,1
56.27,4.0,88.69,32.21,72.05,681.91,1
2.65,91.79,33.69,33.24,21.25,990.39,0
74.35,40.69,77.67,76.04,38.48,1287.03,1
85.21,32.81,9.55,4.09,96.78,1888.2,0
49.64,8.65,74.04,19.65,1.96,1564.57,0
46.58,63.42,28.25,2.23,71.46,868.43,0
0.55,86.38,13.56,77.83,97.88,1297.93,0
78.66,4.12,67.82,98.37,10.41,388.02,1
33.07,14.53,46.98,65.95,27.2,859.41,0
87.88,14.64,53.01,59.01,54.7,1586.78,1
37.31,60.23,52.05,90.81,84.38,1221.05,1
56.51,92.12,5.94,25.5,50.65,1570.83,0
27.03,43.78,5.14,6.65,5.96,1029.44,0
16.06,34.38,60.12,51.0,12.72,772.68,0
77.49,76.58,62.39,26.03,37.59,1490.23,0
49.66,74.26,4.72,45.11,32.25,205.63,0
53.65,24.68,37.84,45.63,21.97,1957.64,0
96.54,16.08,61.29,31.88,84.01,1897.78,1
96.36,35.78,65.67,48.63,2.69,1763.13,0
85.56,77.56,82.83,38.02,82.93,1770.87,0
18.76,69.51,42.07,11.31,92.17,1031.89,0
59.43,66.59,54.83,86.67,63.01,1005.93,0
87.81,82.94,57.86,70.13,62.54,1643.76,1
37.45,27.71,31.2,4.13,14.9,580.85,0
10.11,33.97,5.38,11.58,56.83,1702.83,0
81.1,4.23,0.42,9.65,37.52,417.74,0
48.18,86.87,83.61,6.17,22.9,1760.63,0
56.44,58.24,20.02,5.91,58.33,1091.35,0
98.21,29.81,63.03,15.71,0.12,1689.56,0
60.72,6.94,57.7,84.79,27.64,996.42,0
42.5,72.34,39.96,82.82,65.6,1224.7,0
37.0,74.87,83.35,78.31,45.5,1855.04,0
41.76,66.62,69.84,61.47,14.56,848.06,0
11.84,20.38,2.27,72.35,0.13,456.17,0
79.48,91.32,77.67,73.85,27.04,200.14,0
83.77,75.32,50.7,88.93,54.91,1188.16,1
28.44,65.78,34.7,73.23,53.45,1229.95,0
30.38,65.09,72.69,73.65,13.11,1249.0,0
87.43,90.44,68.61,80.41,61.37,93.59,0
2.4,92.83,31.06,55.64,99.89,74.28,0
52.05,59.56,98.3,21.3,58.49,1792.93,0
46.37,41.67,64.87,8.45,52.76,1397.09,0
69.01,36.37,60.58,41.9,62.26,244.37,0
16.34,81.91,6.99,9.17,87.97,167.78,0
66.83,64.46,27.93,16.93,94.6,340.48,0
37.67,7.73,44.7,2.38,4.1,1617.7,0
61.87,14.22,63.06,30.02,20.5,1451.71,0
4.01,90.02,51.28,97.0,11.58,1284.53,0
46.17,88.45,76.3,37.89,77.24,1288.77,0
52.23,95.18,26.26,24.09,4.56,1720.57,0
21.43,42.79,70.22,40.34,90.26,680.25,0
13.96,78.41,81.66,30.13,2.06,658.02,0
18.85,82.82,76.5,67.39,60.25,862.35,0
34.41,31.57,77.08,63.45,27.56,1979.56,0
9.68,14.53,88.85,2.73,47.06,1118.7,0
94.73,99.7,8.42,51.13,44.19,1102.86,0
40.5,3.02,69.72,3.62,74.89,1623.0,0
80.9,59.73,96.87,67.74,49.66,372.57,0
97.44,65.02,57.37,93.58,42.12,822.69,0
8.07,68.18,21.73,90.75,73.03,1289.9,0
65.17,25.56,99.88,20.57,92.58,1976.27,1
87.14,72.16,17.47,74.26,79.39,325.85,0
63.42,21.64,33.56,79.31,73.67,915.01,0
42.9,82.9,17.21,86.44,48.77,1813.05,0
43.11,21.91,46.45,25.96,90.02,1456.55,1
3.59,69.67,41.89,45.08,48.63,1235.28,0
53.46,78.34,49.12,22.15,93.03,529.07,0
99.35,18.89,92.8,2.43,80.29,390.68,1
95.87,23.8,47.83,65.9,15.03,760.94,1
4.04,77.91,51.46,43.15,4.7,525.11,0
70.58,8.6,88.67,24.81,74.09,1620.78,1
30.18,19.08,81.78,84.71,68.58,1446.99,1
90.3,45.55,23.97,49.57,60.21,1673.69,0
4.51,93.02,1.29,99.47,97.62,358.74,0
93.59,56.19,62.95,79.34,54.54,633.74,0
83.75,38.77,84.48,86.92,34.79,1541.73,0
11.75,97.84,55.29,77.33,56.5,343.83,0
5.98,46.37,21.12,10.59,2.84,308.3,0
83.47,43.37,74.14,6.5,57.93,778.46,0
15.58,41.16,66.95,91.51,90.24,389.15,0
53.49,31.22,56.5,13.82,0.43,176.23,0
91.57,32.57,86.33,39.12,84.53,639.29,1
56.74,68.78,78.42,60.99,80.19,1753.69,1
39.72,4.08,66.8,21.19,10.61,131.94,0
44.5,68.18,66.48,22.53,84.68,1140.89,0
6.31,20.12,66.22,46.62,76.35,1134.75,0
96.88,38.42,52.52,36.09,49.1,1071.06,0
31.07,14.65,46.39,67.66,24.52,1020.91,0
18.94,55.28,70.96,7.51,28.81,54.13,0
28.6,72.94,61.05,48.88,61.23,113.95,0
96.44,35.47,49.0,17.43,24.63,1032.19,0
9.43,16.34,12.67,60.67,32.54,1937.25,0
86.73,22.65,70.19,11.62,93.08,827.79,1
70.78,81.81,64.6,19.76,72.93,955.21,0
83.0,26.76,34.22,80.39,73.61,1964.48,1
97.59,77.47,35.63,23.52,95.59,1562.64,0
84.22,33.12,24.67,73.71,0.58,1544.82,0
94.34,18.87,96.19,27.31,24.45,1019.38,1
12.69,72.73,86.02,23.5,65.8,1797.87,0
79.58,46.85,56.1,29.92,43.83,1170.73,0
54.57,3.13,40.17,88.09,11.28,1320.26,0
54.35,95.99,73.68,39.72,78.12,1579.36,0
89.89,14.78,52.77,24.38,4.71,825.04,0
97.18,35.34,97.59,53.66,54.39,1907.48,1
70.48,38.48,5.51,38.56,56.25,1976.25,0
48.29,48.94,3.43,79.02,63.6,1182.53,0
45.64,78.54,56.86,99.04,31.56,459.67,0
38.63,0.61,20.33,52.66,2.36,1554.31,0
36.16,93.25,60.43,45.17,88.9,657.83,0
39.15,64.6,78.14,34.3,92.92,1162.66,0
8.98,95.06,13.81,97.33,48.2,191.67,0
7.74,81.74,44.06,48.33,2.06,1618.63,0
77.99,92.78,68.87,17.8,58.09,1918.99,0
44.61,60.1,83.39,96.92,31.59,206.56,0
93.07,35.73,49.63,96.09,18.25,1468.57,0
61.22,44.29,20.62,43.57,16.9,1724.46,0
3.52,65.8,58.58,34.82,17.93,236.82,0
15.75,42.69,45.45,68.04,33.08,508.66,0
20.58,73.17,77.19,82.89,28.06,795.91,0
97.57,9.18,55.56,49.85,83.64,1676.79,1
21.87,83.0,27.94,33.08,49.53,996.99,0
51.58,20.42,75.44,30.14,42.76,291.19,0
93.62,94.39,51.77,32.66,14.58,527.61,0
97.72,15.55,17.75,11.8,87.59,945.41,1
23.64,12.92,56.31,77.86,5.48,97.74,0
4.91,81.19,94.83,10.5,23.95,1269.37,0
15.36,81.87,70.55,39.83,62.15,70.14,0
6.33,73.88,29.88,83.49,70.23,1566.13,0
19.51,96.05,71.09,40.41,80.12,1473.02,0
56.86,27.05,28.26,29.48,41.03,1733.57,0
91.24,82.66,54.27,94.83,34.67,332.27,0
53.72,35.2,52.66,12.65,28.86,1213.12,0
62.6,53.74,24.74,88.49,56.81,1566.43,0
20.19,44.56,34.79,6.21,34.86,1041.18,0
80.06,0.59,94.22,41.35,32.81,278.99,1
61.78,57.45,25.06,63.17,1.69,215.87,0
86.41,74.75,80.1,37.0,94.83,1219.68,1
94.88,17.46,66.74,53.46,6.06,1005.26,0
34.79,93.17,53.26,20.4,27.09,1860.53,0
9.06,53.04,13.75,56.9,92.14,1671.0,0
22.59,17.82,20.46,13.46,73.53,1453.02,0
43.78,64.59,17.9,79.61,57.81,1965.15,0
94.57,19.19,58.68,58.38,66.08,1395.33,1
37.83,6.35,97.34,48.19,9.71,202.88,0
77.08,68.53,87.72,5.47,80.86,173.57,0
54.05,11.07,2.53,49.98,25.01,1635.42,0
18.28,10.62,27.37,56.36,95.62,734.19,0
32.07,73.99,15.73,26.57,23.14,1850.08,0
65.32,5.52,97.57,67.76,62.54,254.13,1
67.29,80.98,23.56,7.68,54.53,413.6,0
43.48,79.61,20.13,20.87,14.31,1550.87,0
22.86,14.14,62.09,73.75,36.29,1698.0,0
72.19,51.84,55.62,14.72,78.13,1737.05,0
16.89,9.66,22.59,24.55,21.26,216.3,0
93.67,63.26,67.04,65.09,96.29,775.97,1
18.79,6.29,9.7,72.88,29.55,1299.84,0
10.73,94.45,1.94,5.15,62.67,1839.22,0
49.76,20.77,8.24,12.66,61.89,493.25,0
51.95,68.29,36.49,44.61,47.08,1208.68,0
50.82,12.83,97.5,59.28,65.54,304.17,1
43.67,20.96,54.72,45.38,74.36,1499.61,0
99.48,45.09,75.47,64.71,61.9,272.5,1
48.63,57.31,32.15,75.6,56.0,1999.97,0
47.79,99.89,71.93,94.95,60.66,202.69,0
42.18,2.59,96.62,34.99,40.2,1376.97,0
6.68,0.03,35.78,16.31,7.09,1558.54,0
59.3,35.04,99.91,26.41,15.97,530.82,0
22.8,36.62,63.84,14.82,60.67,524.56,0
63.76,88.38,74.86,39.42,92.72,1200.37,0
5.08,91.26,25.22,87.26,2.57,1268.34,0
98.14,88.05,64.31,34.71,54.4,1446.64,0
46.9,14.32,51.1,14.88,25.21,1168.98,0
89.68,41.21,95.64,52.26,56.17,365.44,1
47.56,74.59,90.47,99.19,74.97,1849.8,0
6.03,31.26,39.67,18.82,73.55,349.89,0
82.22,66.32,94.69,77.79,72.49,1139.17,1
64.82,23.71,88.48,82.34,77.89,1841.61,1
78.18,32.34,59.04,40.13,7.26,1827.68,0
42.82,86.04,8.21,61.96,50.96,352.45,0
63.79,25.05,16.08,43.24,26.18,492.43,0
85.62,96.43,7.69,26.23,92.13,1211.66,0
63.11,30.63,10.8,42.61,78.29,687.59,0
34.77,2.35,97.7,9.53,10.75,1467.15,0
66.25,25.49,21.22,70.7,24.32,1054.36,0
67.19,17.12,69.09,82.92,45.52,546.86,1
96.06,50.68,63.65,30.74,96.29,833.86,1
37.09,11.27,63.11,56.65,10.97,1388.4,0
42.51,62.6,20.67,23.21,56.8,1574.58,0
81.21,87.49,57.93,12.75,34.13,751.73,0
50.58,36.25,62.55,66.36,64.63,227.87,0
73.66,16.85,57.04,13.41,64.87,719.49,0
45.97,40.0,18.62,78.2,24.06,1268.33,0
21.55,78.6,72.31,27.18,78.58,1524.47,0
74.52,59.15,7.32,81.85,9.13,1761.73,0
13.12,10.11,59.12,36.85,81.81,1924.64,0
19.86,53.72,43.63,36.88,21.2,1068.14,0
62.68,46.81,25.03,75.06,58.96,1762.81,0
74.73,32.71,80.74,51.03,34.73,538.91,0
89.47,11.02,17.59,20.1,60.98,1128.11,0
27.26,98.11,93.3,85.04,26.74,1087.98,0
11.07,17.6,88.46,34.02,56.9,1542.01,0
95.6,19.27,36.06,10.28,0.82,1550.78,0
15.44,14.56,30.52,41.6,37.45,584.98,0
19.77,57.02,13.75,57.4,82.64,1774.01,0
29.13,44.37,91.63,60.99,46.3,1785.16,0
52.94,24.96,62.75,83.56,49.93,1897.52,1
88.28,42.94,3.18,54.14,62.16,926.14,0
76.05,67.35,51.1,22.37,43.42,1975.08,0
70.82,28.17,8.58,26.17,86.71,1574.12,0
17.52,91.52,57.38,10.08,40.33,1313.31,0
35.77,30.63,50.9,73.59,94.26,875.87,0
47.84,19.82,8.28,10.59,87.69,1688.01,0
14.74,95.46,81.59,60.58,42.11,1532.99,0
27.34,81.06,26.23,59.69,36.58,1179.41,0
30.83,34.31,54.15,78.55,67.66,1994.35,0
12.73,84.14,63.9,7.46,75.53,513.93,0
55.02,51.88,96.23,20.29,18.59,1290.67,0
70.5,34.68,49.38,90.96,24.1,655.83,0
6.99,83.96,91.73,57.22,14.63,926.53,0
48.11,75.22,35.49,45.77,76.07,691.11,0
78.22,29.79,85.74,74.77,71.44,682.42,1
74.8,60.67,23.58,90.25,18.91,766.12,0
81.51,36.94,70.75,26.3,53.69,132.23,0
44.82,0.11,8.86,90.15,76.42,98.92,1
82.06,96.18,98.61,10.87,94.7,1455.35,0
24.08,54.96,95.39,97.77,17.85,635.6,0
36.08,59.84,44.22,16.49,30.43,62.0,0
17.64,59.99,52.39,26.62,34.83,181.33,0
46.75,55.06,59.78,9.66,62.5,407.78,0
39.21,29.0,27.5,80.37,13.64,115.46,0
24.09,97.16,67.45,98.42,19.34,1893.37,0
75.18,62.17,69.86,29.7,78.04,1145.35,0
31.38,67.09,52.51,32.56,54.21,800.17,0
27.28,45.48,14.77,27.9,16.04,1074.77,0
13.09,28.79,91.92,15.48,38.84,243.38,0
43.88,6.43,11.5,78.74,13.45,1409.65,0
30.3,35.02,62.92,6.07,36.27,1939.79,0
36.93,17.61,10.31,96.78,40.02,278.7,0
23.6,66.21,14.61,92.73,11.21,322.15,0
76.32,87.9,2.05,11.84,5.98,1264.75,0
93.0,30.28,36.34,52.95,88.16,320.82,1
49.79,33.29,63.96,99.29,88.76,269.58,1
64.3,67.04,52.15,85.26,0.26,1347.56,0
86.72,14.93,67.45,71.51,64.12,1244.94,1
99.88,92.94,67.5,2.25,9.37,451.12,0
61.35,36.38,14.02,6.84,81.01,1649.89,0
88.98,10.12,5.73,79.4,87.96,228.4,1
90.86,17.47,62.54,37.64,61.66,678.5,1
79.15,93.27,65.32,66.84,61.32,1482.96,0
46.09,24.71,55.67,73.92,37.15,1235.52,0
8.12,66.23,24.58,42.22,24.95,1208.14,0
1.58,15.62,81.08,14.34,49.93,1378.82,0
47.72,19.41,7.57,38.67,13.37,1300.0,0
49.43,87.92,63.23,87.1,67.22,1751.06,0
40.74,14.8,12.04,33.11,47.01,1146.16,0
56.82,1.88,65.44,6.26,17.76,814.54,0
55.22,50.12,41.77,95.91,58.83,1536.86,0
83.66,86.27,71.81,68.07,79.53,533.29,0
10.87,32.6,5.22,54.09,58.88,1523.99,0
22.52,12.82,55.51,82.91,52.97,574.37,0
